topic,question_en,question_hi,option1_en,option1_hi,option2_en,option2_hi,option3_en,option3_hi,option4_en,option4_hi,correct,explanation_en,explanation_hi,exam_type_year
Hindi,कक्षा में बच्चों को आपस में बातचीत (Peer interaction) करने की छूट देना:,कक्षा में बच्चों को आपस में बातचीत (Peer interaction) करने की छूट देना:,केवल शोर उत्पन्न करता है।,केवल शोर उत्पन्न करता है।,"उनके भाषाई विकास, संप्रेषण कौशल और सामाजिक अंतःक्रिया को बढ़ाता है।","उनके भाषाई विकास, संप्रेषण कौशल और सामाजिक अंतःक्रिया को बढ़ाता है।",कक्षा में अनुशासनहीनता फैलाता है।,कक्षा में अनुशासनहीनता फैलाता है।,समय की बर्बादी है।,समय की बर्बादी है।,1,"सहपाठियों के साथ बातचीत करने से बच्चों को विभिन्न संदर्भों में भाषा का प्रयोग करने का मौका मिलता है, जो उनके समग्र भाषाई विकास में सहायक है।","सहपाठियों के साथ बातचीत करने से बच्चों को विभिन्न संदर्भों में भाषा का प्रयोग करने का मौका मिलता है, जो उनके समग्र भाषाई विकास में सहायक है।",CTET2022
Hindi,"जब एक बच्चा कहता है, 'मुझे वह खिलौना चाहिए', तो वह भाषा के किस कार्य (Function) का उपयोग कर रहा है?","जब एक बच्चा कहता है, 'मुझे वह खिलौना चाहिए', तो वह भाषा के किस कार्य (Function) का उपयोग कर रहा है?",अंतःक्रियात्मक कार्य (Interactional),अंतःक्रियात्मक कार्य (Interactional),कल्पनाशील कार्य (Imaginative),कल्पनाशील कार्य (Imaginative),सूचनात्मक कार्य (Informative),सूचनात्मक कार्य (Informative),यांत्रिक/आवश्यकता पूर्ति का कार्य (Instrumental),यांत्रिक/आवश्यकता पूर्ति का कार्य (Instrumental),3,"हैलिडे के अनुसार, जब भाषा का प्रयोग भौतिक आवश्यकताओं या इच्छाओं को पूरा करने के लिए किया जाता है, तो उसे 'यांत्रिक कार्य' (Instrumental function) कहते हैं।","हैलिडे के अनुसार, जब भाषा का प्रयोग भौतिक आवश्यकताओं या इच्छाओं को पूरा करने के लिए किया जाता है, तो उसे 'यांत्रिक कार्य' (Instrumental function) कहते हैं।",CTET2022
Hindi,"संप्रेषण के दौरान यदि कोई बच्चा बोलते समय व्याकरणिक त्रुटियां करता है, तो शिक्षक की सबसे अच्छी प्रतिक्रिया क्या होनी चाहिए?","संप्रेषण के दौरान यदि कोई बच्चा बोलते समय व्याकरणिक त्रुटियां करता है, तो शिक्षक की सबसे अच्छी प्रतिक्रिया क्या होनी चाहिए?",उसे बीच में रोककर तुरंत गलती सुधारनी चाहिए।,उसे बीच में रोककर तुरंत गलती सुधारनी चाहिए।,कक्षा के सामने उसका मजाक उड़ाना चाहिए।,कक्षा के सामने उसका मजाक उड़ाना चाहिए।,उसे बोलने से रोक देना चाहिए।,उसे बोलने से रोक देना चाहिए।,सहज बातचीत के दौरान गलतियों को नजरअंदाज कर संप्रेषण और अर्थ ग्रहण को बढ़ावा देना चाहिए।,सहज बातचीत के दौरान गलतियों को नजरअंदाज कर संप्रेषण और अर्थ ग्रहण को बढ़ावा देना चाहिए।,3,"प्रारंभिक स्तर पर भाषा का मुख्य उद्देश्य संप्रेषण है। बार-बार टोकने से बच्चे का आत्मविश्वास कम होता है, इसलिए अर्थपूर्ण संप्रेषण पर ध्यान देना चाहिए।","प्रारंभिक स्तर पर भाषा का मुख्य उद्देश्य संप्रेषण है। बार-बार टोकने से बच्चे का आत्मविश्वास कम होता है, इसलिए अर्थपूर्ण संप्रेषण पर ध्यान देना चाहिए।",CTET2024
Hindi,"लिखित भाषा, मौखिक भाषा की तुलना में कैसी होती है?","लिखित भाषा, मौखिक भाषा की तुलना में कैसी होती है?",कम प्रामाणिक,कम प्रामाणिक,पूरी तरह से व्याकरण-रहित,पूरी तरह से व्याकरण-रहित,"अधिक सचेतन, स्थायी और औपचारिक","अधिक सचेतन, स्थायी और औपचारिक",अधिक अनौपचारिक और परिवर्तनशील,अधिक अनौपचारिक और परिवर्तनशील,2,"लिखित भाषा बोलते समय की जाने वाली भाषा (मौखिक) की तुलना में अधिक सोच-समझकर (सचेतन), व्याकरणिक नियमों से बंधी और औपचारिक होती है।","लिखित भाषा बोलते समय की जाने वाली भाषा (मौखिक) की तुलना में अधिक सोच-समझकर (सचेतन), व्याकरणिक नियमों से बंधी और औपचारिक होती है।",CTET2023
Hindi,भाषा का 'अंतःक्रियात्मक कार्य' (Interactional function) क्या है?,भाषा का 'अंतःक्रियात्मक कार्य' (Interactional function) क्या है?,किसी को आदेश देना,किसी को आदेश देना,दूसरों के साथ सामाजिक संबंध स्थापित करना और बनाए रखना,दूसरों के साथ सामाजिक संबंध स्थापित करना और बनाए रखना,अपनी कल्पना की दुनिया बनाना,अपनी कल्पना की दुनिया बनाना,दुनिया के बारे में जानकारी देना,दुनिया के बारे में जानकारी देना,1,"अंतःक्रियात्मक कार्य का तात्पर्य भाषा का उपयोग करके समाज और समूह में दूसरों के साथ जुड़ना, संबंध बनाना और बनाए रखना है (जैसे अभिवादन करना)।","अंतःक्रियात्मक कार्य का तात्पर्य भाषा का उपयोग करके समाज और समूह में दूसरों के साथ जुड़ना, संबंध बनाना और बनाए रखना है (जैसे अभिवादन करना)।",CTET2022
Hindi,श्रवण कौशल (Listening skill) के विकास और आकलन का सबसे उपयुक्त तरीका क्या है?,श्रवण कौशल (Listening skill) के विकास और आकलन का सबसे उपयुक्त तरीका क्या है?,कठिन शब्दों को बार-बार लिखवाना,कठिन शब्दों को बार-बार लिखवाना,सुनी गई कहानी या घटना को अपने शब्दों में सुनाने के लिए कहना,सुनी गई कहानी या घटना को अपने शब्दों में सुनाने के लिए कहना,बिना समझे केवल ध्वनियों को दोहराना,बिना समझे केवल ध्वनियों को दोहराना,मौन पठन करना,मौन पठन करना,1,"श्रवण कौशल का अर्थ केवल सुनना नहीं, बल्कि सुनकर अर्थ ग्रहण करना है। जब बच्चा कहानी को अपने शब्दों में सुनाता है, तो यह दर्शाता है कि उसने अर्थ समझा है।","श्रवण कौशल का अर्थ केवल सुनना नहीं, बल्कि सुनकर अर्थ ग्रहण करना है। जब बच्चा कहानी को अपने शब्दों में सुनाता है, तो यह दर्शाता है कि उसने अर्थ समझा है।",CTET2022
Hindi,कक्षा में बच्चों को कहानी सुनाने का मुख्य शैक्षिक उद्देश्य क्या है?,कक्षा में बच्चों को कहानी सुनाने का मुख्य शैक्षिक उद्देश्य क्या है?,उन्हें व्याकरण के नियम सिखाना,उन्हें व्याकरण के नियम सिखाना,उनका मनोरंजन करके उन्हें शांत रखना,उनका मनोरंजन करके उन्हें शांत रखना,"उनकी कल्पना शक्ति, सृजनात्मकता और श्रवण कौशल का विकास करना","उनकी कल्पना शक्ति, सृजनात्मकता और श्रवण कौशल का विकास करना",उनसे कहानी को ज्यों का त्यों रटवाना,उनसे कहानी को ज्यों का त्यों रटवाना,2,"कहानियाँ बच्चों को सोचने, कल्पना करने और ध्वनियों/शब्दों को ध्यान से सुनने के लिए प्रेरित करती हैं, जो उनके सर्वांगीण भाषाई विकास में सहायक है।","कहानियाँ बच्चों को सोचने, कल्पना करने और ध्वनियों/शब्दों को ध्यान से सुनने के लिए प्रेरित करती हैं, जो उनके सर्वांगीण भाषाई विकास में सहायक है।",CTET2025
Hindi,'भाषा दुनिया के बारे में हमारे ज्ञान और अनुभव को आकार देती है।' यह कथन भाषा की किस भूमिका को दर्शाता है?,'भाषा दुनिया के बारे में हमारे ज्ञान और अनुभव को आकार देती है।' यह कथन भाषा की किस भूमिका को दर्शाता है?,अनावश्यक बाधा के रूप में,अनावश्यक बाधा के रूप में,केवल ध्वनियों का समूह,केवल ध्वनियों का समूह,संज्ञानात्मक उपकरण (Cognitive tool) के रूप में,संज्ञानात्मक उपकरण (Cognitive tool) के रूप में,केवल संप्रेषण का माध्यम,केवल संप्रेषण का माध्यम,2,"भाषा हमारे सोचने और दुनिया को समझने के तरीके को प्रभावित करती है, इसलिए इसे विचार निर्माण का एक शक्तिशाली संज्ञानात्मक उपकरण माना जाता है।","भाषा हमारे सोचने और दुनिया को समझने के तरीके को प्रभावित करती है, इसलिए इसे विचार निर्माण का एक शक्तिशाली संज्ञानात्मक उपकरण माना जाता है।",CTET2025
Hindi,एक शिक्षिका बच्चों को समूह में किसी विषय पर चर्चा करने के लिए कहती है। यहाँ भाषा का उपयोग किस रूप में हो रहा है?,एक शिक्षिका बच्चों को समूह में किसी विषय पर चर्चा करने के लिए कहती है। यहाँ भाषा का उपयोग किस रूप में हो रहा है?,सामाजिक अंतःक्रिया और विचारों के आदान-प्रदान के उपकरण के रूप में,सामाजिक अंतःक्रिया और विचारों के आदान-प्रदान के उपकरण के रूप में,अनुशासन बनाए रखने के साधन के रूप में,अनुशासन बनाए रखने के साधन के रूप में,केवल याद करने के साधन के रूप में,केवल याद करने के साधन के रूप में,लिखित अभिव्यक्ति के साधन के रूप में,लिखित अभिव्यक्ति के साधन के रूप में,0,"समूह चर्चा में बच्चे अपने विचार साझा करते हैं और दूसरों के विचार सुनते हैं, जिससे भाषा एक सामाजिक अंतःक्रिया और संप्रेषण के उपकरण का कार्य करती है।","समूह चर्चा में बच्चे अपने विचार साझा करते हैं और दूसरों के विचार सुनते हैं, जिससे भाषा एक सामाजिक अंतःक्रिया और संप्रेषण के उपकरण का कार्य करती है।",CTET2022
Hindi,'यद्यपि' शब्द का सही संधि विच्छेद क्या होगा?,'यद्यपि' शब्द का सही संधि विच्छेद क्या होगा?,यदी + पि,यदी + पि,यद् + अपि,यद् + अपि,यदि + अपि,यदि + अपि,यद्य + अपि,यद्य + अपि,2,"'यद्यपि' में यण स्वर संधि है, जिसका सही विच्छेद 'यदि + अपि' होता है (इ + अ = य)।","'यद्यपि' में यण स्वर संधि है, जिसका सही विच्छेद 'यदि + अपि' होता है (इ + अ = य)।",DSSSB2022
Hindi,'त्रिभुवन' शब्द में कौन-सा समास है?,'त्रिभुवन' शब्द में कौन-सा समास है?,द्विगु समास,द्विगु समास,कर्मधारय समास,कर्मधारय समास,द्वंद्व समास,द्वंद्व समास,बहुव्रीहि समास,बहुव्रीहि समास,0,"'त्रिभुवन' का अर्थ है 'तीन भुवनों (लोकों) का समूह'। इसका पहला पद संख्यावाचक है, अतः यह द्विगु समास है।","'त्रिभुवन' का अर्थ है 'तीन भुवनों (लोकों) का समूह'। इसका पहला पद संख्यावाचक है, अतः यह द्विगु समास है।",KVS2023
Hindi,'पीपर पात सरिस मन डोला' - इस काव्य पंक्ति में कौन-सा अलंकार प्रयुक्त हुआ है?,'पीपर पात सरिस मन डोला' - इस काव्य पंक्ति में कौन-सा अलंकार प्रयुक्त हुआ है?,उपमा अलंकार,उपमा अलंकार,रूपक अलंकार,रूपक अलंकार,उत्प्रेक्षा अलंकार,उत्प्रेक्षा अलंकार,श्लेष अलंकार,श्लेष अलंकार,0,"यहाँ मन की चंचलता की तुलना पीपल के पत्ते से की गई है ('सरिस' वाचक शब्द है), इसलिए यहाँ उपमा अलंकार है।","यहाँ मन की चंचलता की तुलना पीपल के पत्ते से की गई है ('सरिस' वाचक शब्द है), इसलिए यहाँ उपमा अलंकार है।",UPTET2022
Hindi,'शृंगार रस' का स्थायी भाव क्या माना जाता है?,'शृंगार रस' का स्थायी भाव क्या माना जाता है?,रति,रति,हास,हास,उत्साह,उत्साह,क्रोध,क्रोध,0,"शृंगार रस को 'रसराज' कहा जाता है, जिसका स्थायी भाव 'रति' (प्रेम) होता है।","शृंगार रस को 'रसराज' कहा जाता है, जिसका स्थायी भाव 'रति' (प्रेम) होता है।",
Hindi,'दोहा' छंद के प्रथम और तृतीय चरण में कितनी-कितनी मात्राएँ होती हैं?,'दोहा' छंद के प्रथम और तृतीय चरण में कितनी-कितनी मात्राएँ होती हैं?,11-11 मात्राएँ,11-11 मात्राएँ,13-13 मात्राएँ,13-13 मात्राएँ,24-24 मात्राएँ,24-24 मात्राएँ,16-16 मात्राएँ,16-16 मात्राएँ,1,दोहा एक अर्धसम मात्रिक छंद है। इसके विषम (प्रथम और तृतीय) चरणों में 13-13 तथा सम (द्वितीय और चतुर्थ) चरणों में 11-11 मात्राएँ होती हैं।,दोहा एक अर्धसम मात्रिक छंद है। इसके विषम (प्रथम और तृतीय) चरणों में 13-13 तथा सम (द्वितीय और चतुर्थ) चरणों में 11-11 मात्राएँ होती हैं।,
Hindi,'ईद का चाँद होना' मुहावरे का सही अर्थ क्या है?,'ईद का चाँद होना' मुहावरे का सही अर्थ क्या है?,बहुत सुंदर होना,बहुत सुंदर होना,चाँद की पूजा करना,चाँद की पूजा करना,बहुत दिनों बाद दिखाई देना,बहुत दिनों बाद दिखाई देना,त्योहार मनाना,त्योहार मनाना,2,'ईद का चाँद होना' मुहावरे का अर्थ है किसी व्यक्ति का बहुत लंबे समय या कठिनाई के बाद दिखाई देना।,'ईद का चाँद होना' मुहावरे का अर्थ है किसी व्यक्ति का बहुत लंबे समय या कठिनाई के बाद दिखाई देना।,
Hindi,'नाच न जाने आँगन टेढ़ा' लोकोक्ति का सटीक अर्थ क्या है?,'नाच न जाने आँगन टेढ़ा' लोकोक्ति का सटीक अर्थ क्या है?,आँगन में नाचना,आँगन में नाचना,अपनी कमी या अयोग्यता छिपाने के लिए साधनों या दूसरों में दोष निकालना,अपनी कमी या अयोग्यता छिपाने के लिए साधनों या दूसरों में दोष निकालना,टेढ़े आँगन में गिर जाना,टेढ़े आँगन में गिर जाना,बुरा नृत्य करना,बुरा नृत्य करना,1,"जब कोई व्यक्ति अपना काम ठीक से नहीं कर पाता और अपनी असफलता का दोष परिस्थितियों या उपकरणों पर मढ़ता है, तब इस लोकोक्ति का प्रयोग होता है।","जब कोई व्यक्ति अपना काम ठीक से नहीं कर पाता और अपनी असफलता का दोष परिस्थितियों या उपकरणों पर मढ़ता है, तब इस लोकोक्ति का प्रयोग होता है।",
Hindi,निम्नलिखित में से कौन-सा शब्द 'आँख' का पर्यायवाची नहीं है?,निम्नलिखित में से कौन-सा शब्द 'आँख' का पर्यायवाची नहीं है?,चक्षु,चक्षु,अनल,अनल,लोचन,लोचन,नयन,नयन,1,"'अनल' आग (अग्नि) का पर्यायवाची है, जबकि चक्षु, नयन और लोचन आँख के पर्यायवाची हैं।","'अनल' आग (अग्नि) का पर्यायवाची है, जबकि चक्षु, नयन और लोचन आँख के पर्यायवाची हैं।",
Hindi,'उत्थान' शब्द का सही विलोम शब्द क्या होगा?,'उत्थान' शब्द का सही विलोम शब्द क्या होगा?,प्रस्थान,प्रस्थान,पतन,पतन,उन्नति,उन्नति,विनाश,विनाश,1,"'उत्थान' का अर्थ होता है ऊपर उठना या विकास होना, जिसका विपरीत अर्थ 'पतन' (नीचे गिरना) होता है।","'उत्थान' का अर्थ होता है ऊपर उठना या विकास होना, जिसका विपरीत अर्थ 'पतन' (नीचे गिरना) होता है।",
Hindi,"'भाषा केवल संप्रेषण का माध्यम नहीं है, बल्कि यह हमारे सोचने और महसूस करने के तरीके को भी आकार देती है। जब बच्चा बोलना सीखता है, तो वह केवल शब्द नहीं सीखता, बल्कि अपनी संस्कृति की खिड़की भी खोलता है। भाषा के माध्यम से ही हम अपनी पहचान बनाते हैं और समाज में अपना स्थान सुनिश्चित करते हैं। इसीलिए बच्चों के भाषाई विकास को एक सामाजिक प्रक्रिया माना गया है।' - गद्यांश के अनुसार, भाषा हमारे संप्रेषण के अलावा और किसे आकार देती है?","'भाषा केवल संप्रेषण का माध्यम नहीं है, बल्कि यह हमारे सोचने और महसूस करने के तरीके को भी आकार देती है। जब बच्चा बोलना सीखता है, तो वह केवल शब्द नहीं सीखता, बल्कि अपनी संस्कृति की खिड़की भी खोलता है। भाषा के माध्यम से ही हम अपनी पहचान बनाते हैं और समाज में अपना स्थान सुनिश्चित करते हैं। इसीलिए बच्चों के भाषाई विकास को एक सामाजिक प्रक्रिया माना गया है।' - गद्यांश के अनुसार, भाषा हमारे संप्रेषण के अलावा और किसे आकार देती है?",केवल हमारे शारीरिक विकास को,केवल हमारे शारीरिक विकास को,हमारे आर्थिक स्तर को,हमारे आर्थिक स्तर को,केवल रोजगार के अवसरों को,केवल रोजगार के अवसरों को,सोचने और महसूस करने के तरीके को,सोचने और महसूस करने के तरीके को,3,गद्यांश की पहली ही पंक्ति में स्पष्ट लिखा है कि भाषा हमारे सोचने और महसूस करने के तरीके को भी आकार देती है।,गद्यांश की पहली ही पंक्ति में स्पष्ट लिखा है कि भाषा हमारे सोचने और महसूस करने के तरीके को भी आकार देती है।,CTET2025
Hindi,"'भाषा केवल संप्रेषण का माध्यम नहीं है, बल्कि यह हमारे सोचने और महसूस करने के तरीके को भी आकार देती है। जब बच्चा बोलना सीखता है, तो वह केवल शब्द नहीं सीखता, बल्कि अपनी संस्कृति की खिड़की भी खोलता है। भाषा के माध्यम से ही हम अपनी पहचान बनाते हैं और समाज में अपना स्थान सुनिश्चित करते हैं। इसीलिए बच्चों के भाषाई विकास को एक सामाजिक प्रक्रिया माना गया है।' - बच्चा जब बोलना सीखता है, तो वह शब्दों के साथ और क्या सीखता है?","'भाषा केवल संप्रेषण का माध्यम नहीं है, बल्कि यह हमारे सोचने और महसूस करने के तरीके को भी आकार देती है। जब बच्चा बोलना सीखता है, तो वह केवल शब्द नहीं सीखता, बल्कि अपनी संस्कृति की खिड़की भी खोलता है। भाषा के माध्यम से ही हम अपनी पहचान बनाते हैं और समाज में अपना स्थान सुनिश्चित करते हैं। इसीलिए बच्चों के भाषाई विकास को एक सामाजिक प्रक्रिया माना गया है।' - बच्चा जब बोलना सीखता है, तो वह शब्दों के साथ और क्या सीखता है?",तकनीकी ज्ञान,तकनीकी ज्ञान,विदेशी भाषाएं,विदेशी भाषाएं,अपनी संस्कृति की खिड़की खोलता है,अपनी संस्कृति की खिड़की खोलता है,केवल व्याकरण,केवल व्याकरण,2,"गद्यांश के अनुसार, बोलना सीखते समय बच्चा केवल शब्द नहीं सीखता, बल्कि अपनी संस्कृति की खिड़की भी खोलता है।","गद्यांश के अनुसार, बोलना सीखते समय बच्चा केवल शब्द नहीं सीखता, बल्कि अपनी संस्कृति की खिड़की भी खोलता है।",CTET2024
Hindi,"'भाषा केवल संप्रेषण का माध्यम नहीं है, बल्कि यह हमारे सोचने और महसूस करने के तरीके को भी आकार देती है। যখন बच्चा बोलना सीखता है, तो वह केवल शब्द नहीं सीखता, बल्कि अपनी संस्कृति की खिड़की भी खोलता है। भाषा के माध्यम से ही हम अपनी पहचान बनाते हैं और समाज में अपना स्थान सुनिश्चित करते हैं। इसीलिए बच्चों के भाषाई विकास को एक सामाजिक प्रक्रिया माना गया है।' - समाज में अपना स्थान सुनिश्चित करने और पहचान बनाने का माध्यम क्या है?","'भाषा केवल संप्रेषण का माध्यम नहीं है, बल्कि यह हमारे सोचने और महसूस करने के तरीके को भी आकार देती है। जब बच्चा बोलना सीखता है, तो वह केवल शब्द नहीं सीखता, बल्कि अपनी संस्कृति की खिड़की भी खोलता है। भाषा के माध्यम से ही हम अपनी पहचान बनाते हैं और समाज में अपना स्थान सुनिश्चित करते हैं। इसीलिए बच्चों के भाषाई विकास को एक सामाजिक प्रक्रिया माना गया है।' - समाज में अपना स्थान सुनिश्चित करने और पहचान बनाने का माध्यम क्या है?",शारीरिक बल,शारीरिक बल,भाषा,भाषा,राजनीति,राजनीति,धन,धन,1,गद्यांश में स्पष्ट रूप से बताया गया है कि भाषा के माध्यम से ही हम अपनी पहचान बनाते हैं और समाज में अपना स्थान सुनिश्चित करते हैं।,गद्यांश में स्पष्ट रूप से बताया गया है कि भाषा के माध्यम से ही हम अपनी पहचान बनाते हैं और समाज में अपना स्थान सुनिश्चित करते हैं।,CTET2025
Hindi,"'भाषा केवल संप्रेषण का माध्यम नहीं है, बल्कि यह हमारे सोचने और महसूस करने के तरीके को भी आकार देती है। जब बच्चा बोलना सीखता है, तो वह केवल शब्द नहीं सीखता, बल्कि अपनी संस्कृति की खिड़की भी खोलता है। भाषा के माध्यम से ही हम अपनी पहचान बनाते हैं और समाज में अपना स्थान सुनिश्चित करते हैं। इसीलिए बच्चों के भाषाई विकास को एक सामाजिक प्रक्रिया माना गया है।' - गद्यांश में बच्चों के भाषाई विकास को कैसी प्रक्रिया माना गया है?","'भाषा केवल संप्रेषण का माध्यम नहीं है, बल्कि यह हमारे सोचने और महसूस करने के तरीके को भी आकार देती है। जब बच्चा बोलना सीखता है, तो वह केवल शब्द नहीं सीखता, बल्कि अपनी संस्कृति की खिड़की भी खोलता है। भाषा के माध्यम से ही हम अपनी पहचान बनाते हैं और समाज में अपना स्थान सुनिश्चित करते हैं। इसीलिए बच्चों के भाषाई विकास को एक सामाजिक प्रक्रिया माना गया है।' - गद्यांश में बच्चों के भाषाई विकास को कैसी प्रक्रिया माना गया है?",राजनीतिक प्रक्रिया,राजनीतिक प्रक्रिया,आर्थिक प्रक्रिया,आर्थिक प्रक्रिया,सामाजिक प्रक्रिया,सामाजिक प्रक्रिया,जैविक प्रक्रिया,जैविक प्रक्रिया,2,गद्यांश के अंतिम वाक्य में स्पष्ट है कि बच्चों के भाषाई विकास को एक सामाजिक प्रक्रिया माना गया है।,गद्यांश के अंतिम वाक्य में स्पष्ट है कि बच्चों के भाषाई विकास को एक सामाजिक प्रक्रिया माना गया है।,CTET2025
Hindi,"'भाषा केवल संप्रेषण का माध्यम नहीं है, बल्कि यह हमारे सोचने और महसूस करने के तरीके को भी आकार देती है। जब बच्चा बोलना सीखता है, तो वह केवल शब्द नहीं सीखता, बल्कि अपनी संस्कृति की खिड़की भी खोलता है। भाषा के माध्यम से ही हम अपनी पहचान बनाते हैं और समाज में अपना स्थान सुनिश्चित करते हैं। इसीलिए बच्चों के भाषाई विकास को एक सामाजिक प्रक्रिया माना गया है।' - 'सामाजिक' शब्द में मूल शब्द और प्रत्यय क्या है?","'भाषा केवल संप्रेषण का माध्यम नहीं है, बल्कि यह हमारे सोचने और महसूस करने के तरीके को भी आकार देती है। जब बच्चा बोलना सीखता है, तो वह केवल शब्द नहीं सीखता, बल्कि अपनी संस्कृति की खिड़की भी खोलता है। भाषा के माध्यम से ही हम अपनी पहचान बनाते हैं और समाज में अपना स्थान सुनिश्चित करते हैं। इसीलिए बच्चों के भाषाई विकास को एक सामाजिक प्रक्रिया माना गया है।' - 'सामाजिक' शब्द में मूल शब्द और प्रत्यय क्या है?",सामाज + इक,सामाज + इक,सम + आजिक,सम + आजिक,समाज + इक,समाज + इक,समाज + ईक,समाज + ईक,2,'सामाजिक' शब्द में मूल शब्द 'समाज' है और इसमें 'इक' प्रत्यय लगा है (समाज + इक = सामाजिक)।,'सामाजिक' शब्द में मूल शब्द 'समाज' है और इसमें 'इक' प्रत्यय लगा है (समाज + इक = सामाजिक)।,CTET2025
Hindi,पठन कौशल के अंतर्गत 'सरसरी दृष्टि से पढ़ना' (Skimming) का मुख्य उद्देश्य क्या होता है?,पठन कौशल के अंतर्गत 'सरसरी दृष्टि से पढ़ना' (Skimming) का मुख्य उद्देश्य क्या होता है?,पाठ का सामान्य अर्थ या मुख्य विचार (सार) समझना,पाठ का सामान्य अर्थ या मुख्य विचार (सार) समझना,पाठ में छिपी किसी विशिष्ट जानकारी को खोजना,पाठ में छिपी किसी विशिष्ट जानकारी को खोजना,व्याकरण के नियमों की पहचान करना,व्याकरण के नियमों की पहचान करना,प्रत्येक शब्द का अर्थ कंठस्थ करना,प्रत्येक शब्द का अर्थ कंठस्थ करना,0,स्किमिंग (Skimming) का अर्थ है पूरे पाठ पर तेजी से नज़र डालकर उसका सार या मुख्य विचार समझना।,स्किमिंग (Skimming) का अर्थ है पूरे पाठ पर तेजी से नज़र डालकर उसका सार या मुख्य विचार समझना।,CTET2024
Hindi,लेखन कौशल के 'प्रक्रिया उपागम' (Process Approach) का पहला चरण कौन-सा है?,लेखन कौशल के 'प्रक्रिया उपागम' (Process Approach) का पहला चरण कौन-सा है?,प्रारूपण (Drafting),प्रारूपण (Drafting),संपादन (Editing),संपादन (Editing),मानस मंथन (Brainstorming),मानस मंथन (Brainstorming),समीक्षा (Reviewing),समीक्षा (Reviewing),2,"प्रक्रिया उपागम में लिखने से पहले विचारों को इकट्ठा किया जाता है, जिसे 'मानस मंथन' या 'विचारोत्तेजन' (Brainstorming) कहते हैं।","प्रक्रिया उपागम में लिखने से पहले विचारों को इकट्ठा किया जाता है, जिसे 'मानस मंथन' या 'विचारोत्तेजन' (Brainstorming) कहते हैं।",CTET2024
Hindi,"चारों भाषा कौशलों (सुनना, बोलना, पढ़ना, लिखना) के संबंध में कौन-सा कथन सर्वाधिक उपयुक्त है?","चारों भाषा कौशलों (सुनना, बोलना, पढ़ना, लिखना) के संबंध में कौन-सा कथन सर्वाधिक उपयुक्त है?","पढ़ना और लिखना सबसे महत्वपूर्ण है, सुनना-बोलना नहीं।","पढ़ना और लिखना सबसे महत्वपूर्ण है, सुनना-बोलना नहीं।",ये कौशल एक-दूसरे से स्वतंत्र होते हैं।,ये कौशल एक-दूसरे से स्वतंत्र होते हैं।,ये सभी कौशल अंतःसंबंधित होते हैं और एक-दूसरे को प्रभावित करते हैं।,ये सभी कौशल अंतःसंबंधित होते हैं और एक-दूसरे को प्रभावित करते हैं।,ये कौशल केवल एक निश्चित क्रम में ही सीखे जाते हैं।,ये कौशल केवल एक निश्चित क्रम में ही सीखे जाते हैं।,2,सभी भाषा कौशल (LSRW) आपस में जुड़े हुए (अंतःसंबंधित) हैं; एक कौशल का विकास दूसरे कौशल के विकास में सहायता करता है।,सभी भाषा कौशल (LSRW) आपस में जुड़े हुए (अंतःसंबंधित) हैं; एक कौशल का विकास दूसरे कौशल के विकास में सहायता करता है।,CTET2023
